county,species,mean_birds,% gardens,rank_birds
Blaenau Gwent,Buzzard,0.05,3.45,30
Blaenau Gwent,Linnet,0.05,1.15,31
Blaenau Gwent,Mallard,0.05,1.15,32
Blaenau Gwent,Raven,0.05,1.15,33
Blaenau Gwent,Rook,0.05,3.45,34
Blaenau Gwent,Sparrowhawk,0.05,3.45,35
Blaenau Gwent,Grey wagtail,0.02,2.3,36
Blaenau Gwent,Kestrel,0.02,1.15,37
Blaenau Gwent,Pied wagtail,0.02,2.3,38
Blaenau Gwent,Redpoll,0.02,1.15,39
Blaenau Gwent,Treecreeper,0.02,2.3,40
Blaenau Gwent,Goldcrest,0.01,1.15,41
Blaenau Gwent,Red Kite,0.01,1.15,42
Blaenau Gwent,Barn owl,0,0,43
Blaenau Gwent,Black headed gull,0,0,44
Blaenau Gwent,Black redstart,0,0,45
Blaenau Gwent,Blackcap,0,0,46
Blaenau Gwent,Chiffchaff,0,0,47
Blaenau Gwent,Corn bunting,0,0,48
Blaenau Gwent,Fieldfare,0,0,49
Blaenau Gwent,Great black backed gull,0,0,50
Blaenau Gwent,Green woodpecker,0,0,51
Blaenau Gwent,Grey heron,0,0,52
Blaenau Gwent,Grey partridge,0,0,53
Blaenau Gwent,Herring gull,0,0,54
Blaenau Gwent,Hooded crow,0,0,55
Blaenau Gwent,Lapwing,0,0,56
Blaenau Gwent,Lesser black backed gull,0,0,57
Blaenau Gwent,Lesser spotted woodpecker,0,0,58
Blaenau Gwent,Little owl,0,0,59
Blaenau Gwent,Marsh tit,0,0,60
Blaenau Gwent,Meadow pipit,0,0,61
Blaenau Gwent,Moorhen,0,0,62
Blaenau Gwent,Pheasant,0,0,63
Blaenau Gwent,Red legged partridge,0,0,64
Blaenau Gwent,Redwing,0,0,65
Blaenau Gwent,Reed bunting,0,0,66
Blaenau Gwent,Ring necked parakeet,0,0,67
Blaenau Gwent,Skylark,0,0,68
Blaenau Gwent,Stock dove,0,0,69
Blaenau Gwent,Tawny owl,0,0,70
Blaenau Gwent,Waxwing,0,0,71
Blaenau Gwent,Willow tit,0,0,72
Blaenau Gwent,Yellowhammer,0,0,73
Bridgend,House Sparrow,5.17,73.75,1
Bridgend,Jackdaw,3.04,38.75,2
Bridgend,Starling,2.98,48.5,3
Bridgend,Blackbird,2.91,92,4
Bridgend,Blue Tit,2.43,72.5,5
Bridgend,Chaffinch,2.2,51.75,6
Bridgend,Long tailed tit,1.7,30.25,7
Bridgend,Collared Dove,1.6,61.25,8
Bridgend,Robin,1.32,79.5,9
Bridgend,Magpie,1.3,58,10
Bridgend,Great Tit,1.29,52,11
Bridgend,Goldfinch,1.09,20.38,12
Bridgend,Coal Tit,0.89,44.25,13
Bridgend,Woodpigeon,0.8,34.75,14
Bridgend,Carrion crow,0.71,21.11,15
Bridgend,Dunnock,0.67,37.25,16
Bridgend,Greenfinch,0.61,18.75,17
Bridgend,Song.Thrush,0.46,35.67,18
Bridgend,Feral pigeon,0.36,10.03,19
Bridgend,Siskin,0.34,7.27,20
Bridgend,Wren,0.33,27.39,21
Bridgend,Common gull,0.29,8.65,22
Bridgend,Jay,0.29,17.3,23
Bridgend,Nuthatch,0.27,18.69,24
Bridgend,Rook,0.22,3.46,25
Bridgend,Herring gull,0.22,3.81,26
Bridgend,Bullfinch,0.21,9,27
Bridgend,Pied wagtail,0.14,8.3,28
Bridgend,Great spotted woodpecker,0.13,10.73,29
Bridgend,Ring necked parakeet,0.08,2.42,30
Bridgend,Mistle thrush,0.07,4.15,31
Bridgend,Black headed gull,0.07,1.73,32
Bridgend,Tree sparrow,0.07,3.46,33
Bridgend,Blackcap,0.06,4.84,34
Bridgend,Grey wagtail,0.06,4.84,35
Bridgend,Buzzard,0.05,2.77,36
Bridgend,Reed bunting,0.05,2.08,37
Bridgend,Sparrowhawk,0.04,4.15,38
Bridgend,Goldcrest,0.04,3.11,39
Bridgend,Chiffchaff,0.04,1.73,40
Bridgend,Grey heron,0.03,3.11,41
Bridgend,Mallard,0.03,0.69,42
Bridgend,Pheasant,0.03,1.04,43
Bridgend,Green woodpecker,0.02,2.08,44
Bridgend,Fieldfare,0.01,1.04,45
Bridgend,Red Kite,0.01,0.69,46
Bridgend,Treecreeper,0.01,1.38,47
Bridgend,Brambling,0.01,0.69,48
Bridgend,Lesser spotted woodpecker,0.01,1.04,49
Bridgend,Raven,0.01,0.35,50
Bridgend,Stock dove,0.01,0.35,51
Bridgend,Kestrel,0.01,0.69,52
Bridgend,Lesser black backed gull,0.01,0.35,53
Bridgend,Black redstart,0,0.35,54
Bridgend,Corn bunting,0,0.35,55
Bridgend,Linnet,0,0.35,56
Bridgend,Little owl,0,0.35,57
Bridgend,Meadow pipit,0,0.35,58
Bridgend,Redpoll,0,0.35,59
Bridgend,Willow tit,0,0.35,60
Bridgend,Yellowhammer,0,0.35,61
Bridgend,Barn owl,0,0,62
Bridgend,Great black backed gull,0,0,63
Bridgend,Grey partridge,0,0,64
Bridgend,Hooded crow,0,0,65
Bridgend,Lapwing,0,0,66
Bridgend,Marsh tit,0,0,67
Bridgend,Moorhen,0,0,68
Bridgend,Red legged partridge,0,0,69
Bridgend,Redwing,0,0,70
Bridgend,Skylark,0,0,71
Bridgend,Tawny owl,0,0,72
Bridgend,Waxwing,0,0,73
Bristol,House Sparrow,3.21,45.58,1
Bristol,Blue Tit,1.95,73.83,2
Bristol,Blackbird,1.94,84.81,3
Bristol,Woodpigeon,1.74,70.41,4
Bristol,Starling,1.26,22.2,5
Bristol,Magpie,1.13,53.54,6
Bristol,Feral pigeon,1.12,27.21,7
Bristol,Great Tit,1.03,48.21,8
Bristol,Goldfinch,1,19.78,9
Bristol,Robin,0.99,68.81,10
Bristol,Long tailed tit,0.92,24.7,11
Bristol,Chaffinch,0.76,28.16,12
Bristol,Collared Dove,0.76,31.42,13
Bristol,Dunnock,0.59,34.77,14
Bristol,Blackcap,0.44,30.6,15
Bristol,Carrion crow,0.42,19.67,16
Bristol,Coal Tit,0.4,21.72,17
Bristol,Greenfinch,0.31,11.77,18
Bristol,Jackdaw,0.29,9.07,19
Bristol,Common gull,0.22,5.46,20
Bristol,Jay,0.2,12.57,21
Bristol,Wren,0.19,15.85,22
Bristol,Fieldfare,0.12,5.36,23
Bristol,Black headed gull,0.11,1.53,24
Bristol,Song.Thrush,0.1,8.85,25
Bristol,Pied wagtail,0.09,7.1,26
Bristol,Herring gull,0.07,2.84,27
Bristol,Bullfinch,0.06,2.95,28
Bristol,Great spotted woodpecker,0.04,4.04,29
Bristol,Nuthatch,0.04,3.28,30
Bristol,Ring necked parakeet,0.04,1.42,31
Bristol,Rook,0.03,1.53,32
Bristol,Grey wagtail,0.03,2.3,33
Bristol,Sparrowhawk,0.03,2.62,34
Bristol,Goldcrest,0.02,1.86,35
Bristol,Mallard,0.02,0.44,36
Bristol,Siskin,0.02,0.87,37
Bristol,Tree sparrow,0.02,0.55,38
Bristol,Waxwing,0.02,0.33,39
Bristol,Green woodpecker,0.01,1.31,40
Bristol,Mistle thrush,0.01,0.77,41
Bristol,Grey heron,0.01,0.77,42
Bristol,Stock dove,0.01,0.55,43
Bristol,Reed bunting,0.01,0.22,44
Bristol,Great black backed gull,0.01,0.33,45
Bristol,Lesser black backed gull,0.01,0.44,46
Bristol,Treecreeper,0.01,0.55,47
Bristol,Willow tit,0.01,0.55,48
Bristol,Buzzard,0,0.44,49
Bristol,Kestrel,0,0.44,50
Bristol,Lesser spotted woodpecker,0,0.44,51
Bristol,Chiffchaff,0,0.33,52
Bristol,Redpoll,0,0.33,53
Bristol,Brambling,0,0.22,54
Bristol,Marsh tit,0,0.22,55
Bristol,Pheasant,0,0.22,56
Bristol,Tawny owl,0,0.11,57
Bristol,Moorhen,0,0.11,58
Bristol,Raven,0,0.11,59
Bristol,Red Kite,0,0.11,60
Bristol,Barn owl,0,0,61
Bristol,Black redstart,0,0,62
Bristol,Corn bunting,0,0,63
Bristol,Grey partridge,0,0,64
Bristol,Hooded crow,0,0,65
Bristol,Lapwing,0,0,66
Bristol,Linnet,0,0,67
Bristol,Little owl,0,0,68
Bristol,Meadow pipit,0,0,69
Bristol,Red legged partridge,0,0,70
Bristol,Redwing,0,0,71
Bristol,Skylark,0,0,72
Bristol,Yellowhammer,0,0,73
Buckinghamshire,House Sparrow,2.76,51.58,1
Buckinghamshire,Blue Tit,2.72,85.51,2
Buckinghamshire,Blackbird,2.55,90.16,3
Buckinghamshire,Woodpigeon,2.5,74.91,4
Buckinghamshire,Starling,1.74,36.45,5
Buckinghamshire,Chaffinch,1.58,53.69,6
Buckinghamshire,Great Tit,1.37,58.61,7
Buckinghamshire,Robin,1.36,83.94,8
Buckinghamshire,Goldfinch,1.31,30.55,9
Buckinghamshire,Long tailed tit,1.26,28.74,10
Buckinghamshire,Collared Dove,1.1,46.84,11
Buckinghamshire,Magpie,1,50.82,12
Buckinghamshire,Dunnock,0.98,51.07,13
Buckinghamshire,Jackdaw,0.86,17.03,14
Buckinghamshire,Greenfinch,0.65,22.91,15
Buckinghamshire,Carrion crow,0.57,23.21,16
Buckinghamshire,Feral pigeon,0.54,17.24,17
Buckinghamshire,Coal Tit,0.43,25.43,18
Buckinghamshire,Red Kite,0.34,15.09,19
Buckinghamshire,Fieldfare,0.26,8.91,20
Buckinghamshire,Song.Thrush,0.21,17.3,21
Buckinghamshire,Common gull,0.21,3.63,22
Buckinghamshire,Wren,0.2,16.27,23
Buckinghamshire,Great spotted woodpecker,0.18,14.54,24
Buckinghamshire,Jay,0.16,11.8,25
Buckinghamshire,Pheasant,0.16,7.06,26
Buckinghamshire,Rook,0.14,2.49,27
Buckinghamshire,Nuthatch,0.13,9.42,28
Buckinghamshire,Blackcap,0.13,10.19,29
Buckinghamshire,Pied wagtail,0.11,7.82,30
Buckinghamshire,Bullfinch,0.11,5.12,31
Buckinghamshire,Black headed gull,0.1,1.62,32
Buckinghamshire,Mallard,0.08,1.11,33
Buckinghamshire,Siskin,0.07,2.6,34
Buckinghamshire,Tree sparrow,0.06,1.83,35
Buckinghamshire,Redpoll,0.06,1.94,36
Buckinghamshire,Ring necked parakeet,0.05,1.67,37
Buckinghamshire,Green woodpecker,0.05,4.64,38
Buckinghamshire,Yellowhammer,0.05,1.3,39
Buckinghamshire,Moorhen,0.04,1.75,40
Buckinghamshire,Reed bunting,0.04,1.49,41
Buckinghamshire,Sparrowhawk,0.03,3.05,42
Buckinghamshire,Red legged partridge,0.03,1.91,43
Buckinghamshire,Redwing,0.03,0.66,44
Buckinghamshire,Mistle thrush,0.03,1.96,45
Buckinghamshire,Goldcrest,0.02,2.07,46
Buckinghamshire,Grey wagtail,0.02,1.72,47
Buckinghamshire,Grey heron,0.02,1.75,48
Buckinghamshire,Stock dove,0.02,0.72,49
Buckinghamshire,Buzzard,0.02,1.46,50
Buckinghamshire,Lesser spotted woodpecker,0.02,1.49,51
Buckinghamshire,Linnet,0.02,0.53,52
Buckinghamshire,Herring gull,0.01,0.32,53
Buckinghamshire,Brambling,0.01,0.74,54
Buckinghamshire,Marsh tit,0.01,0.95,55
Buckinghamshire,Waxwing,0.01,0.24,56
Buckinghamshire,Kestrel,0.01,0.88,57
Buckinghamshire,Grey partridge,0.01,0.32,58
Buckinghamshire,Treecreeper,0.01,0.61,59
Buckinghamshire,Chiffchaff,0.01,0.45,60
Buckinghamshire,Willow tit,0.01,0.48,61
Buckinghamshire,Barn owl,0,0.24,62
Buckinghamshire,Little owl,0,0.13,63
Buckinghamshire,Corn bunting,0,0.11,64
Buckinghamshire,Black redstart,0,0.03,65
Buckinghamshire,Lapwing,0,0.08,66
Buckinghamshire,Lesser black backed gull,0,0.03,67
Buckinghamshire,Great black backed gull,0,0.03,68
Buckinghamshire,Meadow pipit,0,0.03,69
Buckinghamshire,Skylark,0,0.05,70
Buckinghamshire,Raven,0,0.03,71
Buckinghamshire,Tawny owl,0,0.03,72
Buckinghamshire,Hooded crow,0,0,73
Caerphilly,House Sparrow,4.08,65.14,1
Caerphilly,Blackbird,2.85,89.56,2
Caerphilly,Blue Tit,2.61,73.9,3
Caerphilly,Starling,1.88,34.45,4
Caerphilly,Long tailed tit,1.82,33.05,5
Caerphilly,Jackdaw,1.67,39.02,6
Caerphilly,Chaffinch,1.61,46.97,7
Caerphilly,Great Tit,1.58,56.37,8
Caerphilly,Robin,1.51,86.85,9
Caerphilly,Coal Tit,1.28,50.52,10
Caerphilly,Goldfinch,1.28,24.43,11
Caerphilly,Magpie,1.07,50.94,12
Caerphilly,Collared Dove,1.02,43.63,13
Caerphilly,Dunnock,0.95,43.84,14
Caerphilly,Woodpigeon,0.84,40.08,15
Caerphilly,Song.Thrush,0.73,49.14,16
Caerphilly,Carrion crow,0.69,20.81,17
Caerphilly,Greenfinch,0.66,21.5,18
Caerphilly,Nuthatch,0.4,26.3,19
Caerphilly,Bullfinch,0.39,16.76,20
Caerphilly,Wren,0.35,25,21
Caerphilly,Siskin,0.35,8.96,22
Caerphilly,Common gull,0.24,4.91,23
Caerphilly,Jay,0.23,15.61,24
Caerphilly,Great spotted woodpecker,0.23,19.36,25
Caerphilly,Pied wagtail,0.15,10.12,26
Caerphilly,Feral pigeon,0.15,6.36,27
Caerphilly,Rook,0.1,2.02,28
Caerphilly,Tree sparrow,0.1,2.6,29
Caerphilly,Mistle thrush,0.1,6.36,30
Caerphilly,Buzzard,0.07,5.49,31
Caerphilly,Brambling,0.06,2.89,32
Caerphilly,Blackcap,0.05,4.34,33
Caerphilly,Sparrowhawk,0.05,4.62,34
Caerphilly,Black headed gull,0.03,1.45,35
Caerphilly,Treecreeper,0.03,2.89,36
Caerphilly,Grey wagtail,0.03,1.73,37
Caerphilly,Goldcrest,0.02,1.45,38
Caerphilly,Grey heron,0.02,1.73,39
Caerphilly,Reed bunting,0.02,1.16,40
Caerphilly,Ring necked parakeet,0.02,1.45,41
Caerphilly,Fieldfare,0.02,0.87,42
Caerphilly,Great black backed gull,0.02,0.58,43
Caerphilly,Herring gull,0.02,1.45,44
Caerphilly,Chiffchaff,0.01,0.58,45
Caerphilly,Moorhen,0.01,0.58,46
Caerphilly,Red Kite,0.01,0.87,47
Caerphilly,Green woodpecker,0.01,0.58,48
Caerphilly,Raven,0.01,0.29,49
Caerphilly,Lesser spotted woodpecker,0.01,0.58,50
Caerphilly,Barn owl,0,0.29,51
Caerphilly,Corn bunting,0,0.29,52
Caerphilly,Kestrel,0,0.29,53
Caerphilly,Lesser black backed gull,0,0.29,54
Caerphilly,Marsh tit,0,0.29,55
Caerphilly,Pheasant,0,0.29,56
Caerphilly,Skylark,0,0.29,57
Caerphilly,Tawny owl,0,0.29,58
Caerphilly,Willow tit,0,0.29,59
Caerphilly,Yellowhammer,0,0.29,60
Caerphilly,Black redstart,0,0,61
Caerphilly,Grey partridge,0,0,62
Caerphilly,Hooded crow,0,0,63
Caerphilly,Lapwing,0,0,64
Caerphilly,Linnet,0,0,65
Caerphilly,Little owl,0,0,66
Caerphilly,Mallard,0,0,67
Caerphilly,Meadow pipit,0,0,68
Caerphilly,Red legged partridge,0,0,69
Caerphilly,Redpoll,0,0,70
Caerphilly,Redwing,0,0,71
Caerphilly,Stock dove,0,0,72
Caerphilly,Waxwing,0,0,73
Cambridgeshire,House Sparrow,3.55,61.22,1
Cambridgeshire,Blackbird,3.47,93.57,2
Cambridgeshire,Starling,3.02,51.65,3
Cambridgeshire,Collared Dove,2.26,73.57,4
Cambridgeshire,Woodpigeon,2.06,67.55,5
Cambridgeshire,Blue Tit,1.89,75.37,6
Cambridgeshire,Chaffinch,1.76,56.39,7
Cambridgeshire,Goldfinch,1.71,35.59,8
Cambridgeshire,Robin,1.22,79.24,9
Cambridgeshire,Great Tit,1.21,55.51,10
Cambridgeshire,Long tailed tit,1.08,27,11
Cambridgeshire,Dunnock,0.96,49.63,12
Cambridgeshire,Greenfinch,0.76,27.04,13
Cambridgeshire,Magpie,0.55,31.62,14
Cambridgeshire,Fieldfare,0.5,18.83,15
Cambridgeshire,Jackdaw,0.49,16.01,16
Cambridgeshire,Feral pigeon,0.47,16.55,17
Cambridgeshire,Carrion crow,0.39,15.49,18
Cambridgeshire,Coal Tit,0.27,16.35,19
Cambridgeshire,Wren,0.24,20.54,20
Cambridgeshire,Song.Thrush,0.21,17.09,21
Cambridgeshire,Common gull,0.2,3.72,22
Cambridgeshire,Reed bunting,0.18,6.04,23
Cambridgeshire,Rook,0.18,3.99,24
Cambridgeshire,Pheasant,0.16,8.18,25
Cambridgeshire,Tree sparrow,0.15,3.22,26
Cambridgeshire,Great spotted woodpecker,0.12,10.71,27
Cambridgeshire,Pied wagtail,0.12,8.93,28
Cambridgeshire,Blackcap,0.11,8.59,29
Cambridgeshire,Jay,0.11,8.12,30
Cambridgeshire,Waxwing,0.09,0.95,31
Cambridgeshire,Black headed gull,0.07,1.8,32
Cambridgeshire,Mallard,0.07,0.95,33
Cambridgeshire,Ring necked parakeet,0.07,3.2,34
Cambridgeshire,Brambling,0.06,1.49,35
Cambridgeshire,Green woodpecker,0.06,5.37,36
Cambridgeshire,Moorhen,0.06,2.34,37
Cambridgeshire,Bullfinch,0.05,2.57,38
Cambridgeshire,Yellowhammer,0.05,1.47,39
Cambridgeshire,Stock dove,0.04,1.47,40
Cambridgeshire,Mistle thrush,0.04,3.34,41
Cambridgeshire,Redpoll,0.04,1.31,42
Cambridgeshire,Sparrowhawk,0.03,3.38,43
Cambridgeshire,Grey wagtail,0.02,1.83,44
Cambridgeshire,Red legged partridge,0.02,0,45
Cambridgeshire,Redwing,0.02,0.5,46
Cambridgeshire,Siskin,0.02,1.13,47
Cambridgeshire,Goldcrest,0.02,1.26,48
Cambridgeshire,Kestrel,0.01,1.22,49
Cambridgeshire,Herring gull,0.01,0.47,50
Cambridgeshire,Grey heron,0.01,1.1,51
Cambridgeshire,Nuthatch,0.01,0.61,52
Cambridgeshire,Chiffchaff,0.01,0.5,53
Cambridgeshire,Lesser spotted woodpecker,0.01,1.1,54
Cambridgeshire,Buzzard,0.01,0.79,55
Cambridgeshire,Red Kite,0.01,0.88,56
Cambridgeshire,Lapwing,0.01,0.18,57
Cambridgeshire,Linnet,0.01,0.38,58
Cambridgeshire,Corn bunting,0.01,0.36,59
Cambridgeshire,Marsh tit,0.01,0.41,60
Cambridgeshire,Grey partridge,0,0.16,61
Cambridgeshire,Barn owl,0,0.41,62
Cambridgeshire,Lesser black backed gull,0,0.14,63
Cambridgeshire,Treecreeper,0,0.41,64
Cambridgeshire,Meadow pipit,0,0.16,65
Cambridgeshire,Raven,0,0.18,66
Cambridgeshire,Willow tit,0,0.16,67
Cambridgeshire,Tawny owl,0,0.09,68
Cambridgeshire,Skylark,0,0.02,69
Cambridgeshire,Great black backed gull,0,0.09,70
Cambridgeshire,Little owl,0,0.05,71
Cambridgeshire,Black redstart,0,0.02,72
Cambridgeshire,Hooded crow,0,0,73
Cardiff,House Sparrow,3.78,61.43,1
Cardiff,Blackbird,2.23,89.65,2
Cardiff,Blue Tit,2.08,74.8,3
Cardiff,Starling,1.72,31.84,4
Cardiff,Magpie,1.45,62.99,5
Cardiff,Woodpigeon,1.26,58.69,6
Cardiff,Chaffinch,1.06,36.52,7
Cardiff,Feral pigeon,1.02,25.81,8
Cardiff,Great Tit,1,46.58,9
Cardiff,Robin,0.99,68.07,10
Cardiff,Long tailed tit,0.99,24.58,11
Cardiff,Goldfinch,0.74,17.08,12
Cardiff,Coal Tit,0.68,39.06,13
Cardiff,Jackdaw,0.62,20.36,14
Cardiff,Collared Dove,0.62,28.52,15
Cardiff,Dunnock,0.53,33.4,16
Cardiff,Carrion crow,0.47,22.7,17
Cardiff,Common gull,0.34,7.52,18
Cardiff,Greenfinch,0.33,12.3,19
Cardiff,Ring necked parakeet,0.29,5.97,20
Cardiff,Song.Thrush,0.25,21.22,21
Cardiff,Blackcap,0.17,12.19,22
Cardiff,Wren,0.16,15.14,23
Cardiff,Jay,0.15,10.12,24
Cardiff,Nuthatch,0.14,9.86,25
Cardiff,Herring gull,0.13,3.11,26
Cardiff,Bullfinch,0.11,5.19,27
Cardiff,Pied wagtail,0.11,8.17,28
Cardiff,Black headed gull,0.09,1.69,29
Cardiff,Siskin,0.09,2.85,30
Cardiff,Great spotted woodpecker,0.08,7.13,31
Cardiff,Tree sparrow,0.06,1.82,32
Cardiff,Fieldfare,0.06,1.17,33
Cardiff,Mistle thrush,0.05,3.11,34
Cardiff,Lesser black backed gull,0.05,1.56,35
Cardiff,Rook,0.03,1.17,36
Cardiff,Willow tit,0.03,0.39,37
Cardiff,Mallard,0.03,0.26,38
Cardiff,Goldcrest,0.02,1.95,39
Cardiff,Grey wagtail,0.02,2.08,40
Cardiff,Sparrowhawk,0.02,2.33,41
Cardiff,Brambling,0.01,0.78,42
Cardiff,Green woodpecker,0.01,0.78,43
Cardiff,Grey heron,0.01,0.78,44
Cardiff,Buzzard,0.01,0.52,45
Cardiff,Great black backed gull,0.01,0.52,46
Cardiff,Raven,0.01,0.52,47
Cardiff,Kestrel,0.01,0.65,48
Cardiff,Stock dove,0.01,0.39,49
Cardiff,Lesser spotted woodpecker,0,0.39,50
Cardiff,Linnet,0,0.26,51
Cardiff,Treecreeper,0,0.39,52
Cardiff,Chiffchaff,0,0.13,53
Cardiff,Marsh tit,0,0.26,54
Cardiff,Moorhen,0,0.13,55
Cardiff,Pheasant,0,0.13,56
Cardiff,Reed bunting,0,0.13,57
Cardiff,Meadow pipit,0,0.13,58
Cardiff,Redpoll,0,0.13,59
Cardiff,Barn owl,0,0,60
Cardiff,Black redstart,0,0,61
Cardiff,Corn bunting,0,0,62
Cardiff,Grey partridge,0,0,63
Cardiff,Hooded crow,0,0,64
Cardiff,Lapwing,0,0,65
Cardiff,Little owl,0,0,66
Cardiff,Red Kite,0,0,67
Cardiff,Red legged partridge,0,0,68
Cardiff,Redwing,0,0,69
Cardiff,Skylark,0,0,70
Cardiff,Tawny owl,0,0,71
Cardiff,Waxwing,0,0,72
Cardiff,Yellowhammer,0,0,73
Carmarthenshire,Starling,5.71,59.4,1
Carmarthenshire,House Sparrow,5.55,76.01,2
Carmarthenshire,Blue Tit,5.06,91.69,3
Carmarthenshire,Chaffinch,4.84,80.37,4
Carmarthenshire,Blackbird,2.96,94.81,5
Carmarthenshire,Great Tit,2.46,74.87,6
Carmarthenshire,Robin,1.8,92.21,7
Carmarthenshire,Jackdaw,1.64,35.51,8
Carmarthenshire,Magpie,1.32,62.51,9
Carmarthenshire,Goldfinch,1.29,25.37,10
Carmarthenshire,Coal Tit,1.16,51.92,11
Carmarthenshire,Long tailed tit,1.15,21.81,12
Carmarthenshire,Carrion crow,1.12,33.43,13
Carmarthenshire,Dunnock,1.09,52.13,14
Carmarthenshire,Collared Dove,1.08,44.86,15
Carmarthenshire,Nuthatch,0.69,42.35,16
Carmarthenshire,Greenfinch,0.67,20.98,17
Carmarthenshire,Great spotted woodpecker,0.49,36.26,18
Carmarthenshire,Siskin,0.45,12.04,19
Carmarthenshire,Jay,0.42,26.3,20
Carmarthenshire,Song.Thrush,0.36,27.74,21
Carmarthenshire,Wren,0.34,27.74,22
Carmarthenshire,Lapwing,0.33,0.45,23
Carmarthenshire,Woodpigeon,0.31,16.61,24
Carmarthenshire,Common gull,0.29,5.2,25
Carmarthenshire,Ring necked parakeet,0.27,2.97,26
Carmarthenshire,Fieldfare,0.27,2.82,27
Carmarthenshire,Pied wagtail,0.24,17.98,28
Carmarthenshire,Rook,0.24,5.65,29
Carmarthenshire,Bullfinch,0.21,10.4,30
Carmarthenshire,Red Kite,0.17,11.29,31
Carmarthenshire,Buzzard,0.16,11.59,32
Carmarthenshire,Tree sparrow,0.16,3.71,33
Carmarthenshire,Marsh tit,0.14,8.77,34
Carmarthenshire,Pheasant,0.11,5.35,35
Carmarthenshire,Feral pigeon,0.1,4.61,36
Carmarthenshire,Grey wagtail,0.08,5.2,37
Carmarthenshire,Willow tit,0.08,4.75,38
Carmarthenshire,Sparrowhawk,0.05,5.2,39
Carmarthenshire,Redpoll,0.05,1.49,40
Carmarthenshire,Reed bunting,0.05,2.38,41
Carmarthenshire,Treecreeper,0.05,4.75,42
Carmarthenshire,Brambling,0.05,2.97,43
Carmarthenshire,Lesser spotted woodpecker,0.05,3.57,44
Carmarthenshire,Mistle thrush,0.05,3.57,45
Carmarthenshire,Black headed gull,0.04,1.19,46
Carmarthenshire,Herring gull,0.04,1.78,47
Carmarthenshire,Raven,0.04,1.78,48
Carmarthenshire,Blackcap,0.04,3.71,49
Carmarthenshire,Goldcrest,0.04,2.67,50
Carmarthenshire,Mallard,0.03,1.04,51
Carmarthenshire,Grey heron,0.02,2.08,52
Carmarthenshire,Yellowhammer,0.02,0.89,53
Carmarthenshire,Green woodpecker,0.01,1.19,54
Carmarthenshire,Linnet,0.01,0.45,55
Carmarthenshire,Chiffchaff,0.01,0.74,56
Carmarthenshire,Moorhen,0.01,0.45,57
Carmarthenshire,Black redstart,0,0.3,58
Carmarthenshire,Tawny owl,0,0.15,59
Carmarthenshire,Barn owl,0,0.3,60
Carmarthenshire,Kestrel,0,0.3,61
Carmarthenshire,Lesser black backed gull,0,0.3,62
Carmarthenshire,Little owl,0,0.15,63
Carmarthenshire,Stock dove,0,0.15,64
Carmarthenshire,Corn bunting,0,0,65
Carmarthenshire,Great black backed gull,0,0,66
Carmarthenshire,Grey partridge,0,0,67
Carmarthenshire,Hooded crow,0,0,68
Carmarthenshire,Meadow pipit,0,0,69
Carmarthenshire,Red legged partridge,0,0,70
Carmarthenshire,Redwing,0,0,71
Carmarthenshire,Skylark,0,0,72
Carmarthenshire,Waxwing,0,0,73
Ceredigion,Starling,6.14,62.99,1
Ceredigion,Chaffinch,5.24,85.03,2
Ceredigion,House Sparrow,4.94,70.48,3
Ceredigion,Blue Tit,4.67,92.8,4
Ceredigion,Blackbird,2.83,93.79,5
Ceredigion,Great Tit,2.53,79.24,6
Ceredigion,Robin,1.7,91.53,7
Ceredigion,Goldfinch,1.54,29.28,8
Ceredigion,Magpie,1.29,58.47,9
Ceredigion,Dunnock,1.24,58.62,10
Ceredigion,Jackdaw,1.22,31.89,11
Ceredigion,Coal Tit,1.16,54.24,12
Ceredigion,Long tailed tit,1.07,21.03,13
Ceredigion,Carrion crow,0.94,34.36,14
Ceredigion,Collared Dove,0.94,36.86,15
Ceredigion,Lapwing,0.69,1.44,16
Ceredigion,Rook,0.69,12.55,17
Ceredigion,Greenfinch,0.65,25,18
Ceredigion,Nuthatch,0.6,38.89,19
Ceredigion,Siskin,0.59,17.49,20
Ceredigion,Great spotted woodpecker,0.56,38.89,21
Ceredigion,Woodpigeon,0.39,16.53,22
Ceredigion,Song.Thrush,0.38,29.9,23
Ceredigion,Wren,0.35,24.95,24
Ceredigion,Red Kite,0.34,19.14,25
Ceredigion,Jay,0.3,19.96,26
Ceredigion,Feral pigeon,0.27,6.79,27
Ceredigion,Common gull,0.22,6.58,28
Ceredigion,Ring necked parakeet,0.21,2.88,29
Ceredigion,Mallard,0.19,1.85,30
Ceredigion,Buzzard,0.18,12.76,31
Ceredigion,Pheasant,0.16,7,32
Ceredigion,Bullfinch,0.15,8.23,33
Ceredigion,Fieldfare,0.13,2.88,34
Ceredigion,Herring gull,0.12,4.53,35
Ceredigion,Pied wagtail,0.1,7.82,36
Ceredigion,Tree sparrow,0.09,2.88,37
Ceredigion,Brambling,0.08,3.5,38
Ceredigion,Mistle thrush,0.08,5.35,39
Ceredigion,Raven,0.06,2.47,40
Ceredigion,Blackcap,0.06,4.53,41
Ceredigion,Black headed gull,0.06,1.23,42
Ceredigion,Moorhen,0.04,1.23,43
Ceredigion,Yellowhammer,0.04,1.23,44
Ceredigion,Grey wagtail,0.03,2.26,45
Ceredigion,Grey heron,0.03,3.29,46
