Old County and GOR etc,Species,Mean,Rank,% gardens,
Hounslow,Grey_partridge,0.00,53,0.0,
Hounslow,Grey_wagtail,0.00,54,0.0,
Hounslow,Hooded_crow,0.00,55,0.0,
Hounslow,Lapwing,0.00,56,0.0,
Hounslow,Lesser_black_backed_gull,0.00,57,0.0,
Hounslow,Linnet,0.00,58,0.0,
Hounslow,Little_owl,0.00,59,0.0,
Hounslow,Marsh_tit,0.00,60,0.0,
Hounslow,Meadow_pipit,0.00,61,0.0,
Hounslow,Moorhen,0.00,62,0.0,
Hounslow,Mute_swan,0.00,63,0.0,
Hounslow,Pheasant,0.00,64,0.0,
Hounslow,Raven,0.00,65,0.0,
Hounslow,Red_legged_partridge,0.00,66,0.0,
Hounslow,Redpoll,0.00,67,0.0,
Hounslow,Reed_bunting,0.00,68,0.0,
Hounslow,Siskin,0.00,69,0.0,
Hounslow,Skylark,0.00,70,0.0,
Hounslow,Sparrowhawk,0.00,71,0.0,
Hounslow,Tawny_owl,0.00,72,0.0,
Hounslow,Teal,0.00,73,0.0,
Hounslow,Treecreeper,0.00,74,0.0,
Hounslow,Tufted_duck,0.00,75,0.0,
Hounslow,Waxwing,0.00,76,0.0,
Hounslow,Wigeon,0.00,77,0.0,
Hounslow,Willow_tit,0.00,78,0.0,
Hounslow,Yellowhammer,0.00,79,0.0,
Inverclyde,Starling,3.84,1,57.4,
Inverclyde,House_sparrow,3.57,2,58.9,
Inverclyde,Chaffinch,3.36,3,55.8,
Inverclyde,Blackbird,2.49,4,86.0,
Inverclyde,Jackdaw,2.37,5,52.4,
Inverclyde,Blue_tit,2.33,6,72.9,
Inverclyde,Goldfinch,1.88,7,28.1,
Inverclyde,Feral_pigeon,1.84,8,30.5,
Inverclyde,Robin,1.72,9,93.0,
Inverclyde,Woodpigeon,1.58,10,63.6,
Inverclyde,Great_tit,1.53,11,58.1,
Inverclyde,Magpie,1.53,12,68.2,
Inverclyde,Coal_tit,1.28,13,56.6,
Inverclyde,Carrion_crow,1.11,14,25.6,
Inverclyde,Dunnock,1.02,15,48.1,
Inverclyde,Long_tailed_tit,0.74,16,15.6,
Inverclyde,Common_gull,0.66,17,15.9,
Inverclyde,Greenfinch,0.58,18,20.2,
Inverclyde,Collared_dove,0.41,19,22.5,
Inverclyde,Rook,0.34,20,13.4,
Inverclyde,Siskin,0.22,21,4.9,
Inverclyde,Great_spotted_woodpecker,0.13,22,8.5,
Inverclyde,Wren,0.12,23,12.2,
Inverclyde,Song_thrush,0.11,24,8.5,
Inverclyde,Herring_gull,0.09,25,6.1,
Inverclyde,Redpoll,0.07,26,3.7,
Inverclyde,Bullfinch,0.06,27,4.9,
Inverclyde,Pheasant,0.05,28,1.2,
Inverclyde,Sparrowhawk,0.04,29,3.7,
Inverclyde,Yellowhammer,0.02,30,1.2,
Inverclyde,Jay,0.01,31,1.2,
Inverclyde,Mistle_thrush,0.01,32,1.2,
Inverclyde,Barn_owl,0.00,33,0.0,
Inverclyde,Black_headed_gull ,0.00,34,0.0,
Inverclyde,Black_redstart,0.00,35,0.0,
Inverclyde,Blackcap,0.00,36,0.0,
Inverclyde,Brambling,0.00,37,0.0,
Inverclyde,Buzzard,0.00,38,0.0,
Inverclyde,Chiffchaff,0.00,39,0.0,
Inverclyde,Corn_bunting,0.00,40,0.0,
Inverclyde,Fieldfare,0.00,41,0.0,
Inverclyde,Gadwall,0.00,42,0.0,
Inverclyde,Goldcrest,0.00,43,0.0,
Inverclyde,Great_black_backed_gull,0.00,44,0.0,
Inverclyde,Great_crested_grebe,0.00,45,0.0,
Inverclyde,Green_woodpecker,0.00,46,0.0,
Inverclyde,Grey_heron,0.00,47,0.0,
Inverclyde,Grey_partridge,0.00,48,0.0,
Inverclyde,Grey_wagtail,0.00,49,0.0,
Inverclyde,Hooded_crow,0.00,50,0.0,
Inverclyde,Kestrel,0.00,51,0.0,
Inverclyde,Lapwing,0.00,52,0.0,
Inverclyde,Lesser_black_backed_gull,0.00,53,0.0,
Inverclyde,Lesser_spotted_woodpecker,0.00,54,0.0,
Inverclyde,Linnet,0.00,55,0.0,
Inverclyde,Little_owl,0.00,56,0.0,
Inverclyde,Mallard,0.00,57,0.0,
Inverclyde,Marsh_tit,0.00,58,0.0,
Inverclyde,Meadow_pipit,0.00,59,0.0,
Inverclyde,Moorhen,0.00,60,0.0,
Inverclyde,Mute_swan,0.00,61,0.0,
Inverclyde,Nuthatch,0.00,62,0.0,
Inverclyde,Pied_wagtail,0.00,63,0.0,
Inverclyde,Raven,0.00,64,0.0,
Inverclyde,Red_kite,0.00,65,0.0,
Inverclyde,Red_legged_partridge,0.00,66,0.0,
Inverclyde,Redwing,0.00,67,0.0,
Inverclyde,Reed_bunting,0.00,68,0.0,
Inverclyde,Ring_necked_parakeet,0.00,69,0.0,
Inverclyde,Skylark,0.00,70,0.0,
Inverclyde,Stock_dove,0.00,71,0.0,
Inverclyde,Tawny_owl,0.00,72,0.0,
Inverclyde,Teal,0.00,73,0.0,
Inverclyde,Tree_sparrow,0.00,74,0.0,
Inverclyde,Treecreeper,0.00,75,0.0,
Inverclyde,Tufted_duck,0.00,76,0.0,
Inverclyde,Waxwing,0.00,77,0.0,
Inverclyde,Wigeon,0.00,78,0.0,
Inverclyde,Willow_tit,0.00,79,0.0,
Isle of Anglesey,House_sparrow,7.54,1,80.2,
Isle of Anglesey,Starling,6.77,2,64.2,
Isle of Anglesey,Chaffinch,4.63,3,78.6,
Isle of Anglesey,Blue_tit,3.33,4,85.2,
Isle of Anglesey,Blackbird,2.35,5,88.2,
Isle of Anglesey,Goldfinch,2.22,6,39.2,
Isle of Anglesey,Great_tit,2.10,7,70.3,
Isle of Anglesey,Jackdaw,1.90,8,46.7,
Isle of Anglesey,Collared_dove,1.59,9,56.3,
Isle of Anglesey,Robin,1.53,10,89.5,
Isle of Anglesey,Magpie,1.31,11,60.8,
Isle of Anglesey,Greenfinch,1.29,12,37.3,
Isle of Anglesey,Dunnock,1.13,13,52.1,
Isle of Anglesey,Coal_tit,0.87,14,38.7,
Isle of Anglesey,Carrion_crow,0.86,15,33.6,
Isle of Anglesey,Common_gull,0.83,16,19.5,
Isle of Anglesey,Long_tailed_tit,0.83,17,16.0,
Isle of Anglesey,Feral_pigeon,0.82,18,15.1,
Isle of Anglesey,Woodpigeon,0.77,19,35.4,
Isle of Anglesey,Pheasant,0.54,20,25.1,
Isle of Anglesey,Great_spotted_woodpecker,0.34,21,27.9,
Isle of Anglesey,Wren,0.31,22,25.7,
Isle of Anglesey,Rook,0.28,23,12.0,
Isle of Anglesey,Jay,0.17,24,11.4,
Isle of Anglesey,Bullfinch,0.10,25,4.5,
Isle of Anglesey,Herring_gull,0.08,26,3.8,
Isle of Anglesey,Song_thrush,0.06,27,5.2,
Isle of Anglesey,Nuthatch,0.06,28,4.1,
Isle of Anglesey,Siskin,0.05,29,2.1,
Isle of Anglesey,Buzzard,0.04,30,3.4,
Isle of Anglesey,Sparrowhawk,0.03,31,3.4,
Isle of Anglesey,Blackcap,0.03,32,2.7,
Isle of Anglesey,Tree_sparrow,0.02,33,1.0,
Isle of Anglesey,Mistle_thrush,0.02,34,1.4,
Isle of Anglesey,Redpoll,0.01,35,1.0,
Isle of Anglesey,Goldcrest,0.01,36,0.7,
Isle of Anglesey,Brambling,0.01,37,0.7,
Isle of Anglesey,Raven,0.00,38,0.3,
Isle of Anglesey,Red_legged_partridge,0.00,39,0.3,
Isle of Anglesey,Reed_bunting,0.00,40,0.3,
Isle of Anglesey,Black_headed_gull ,0.00,41,0.3,
Isle of Anglesey,Grey_wagtail,0.00,42,0.3,
Isle of Anglesey,Moorhen,0.00,43,0.3,
Isle of Anglesey,Pied_wagtail,0.00,44,0.3,
Isle of Anglesey,Barn_owl,0.00,45,0.0,
Isle of Anglesey,Black_redstart,0.00,46,0.0,
Isle of Anglesey,Chiffchaff,0.00,47,0.0,
Isle of Anglesey,Corn_bunting,0.00,48,0.0,
Isle of Anglesey,Fieldfare,0.00,49,0.0,
Isle of Anglesey,Gadwall,0.00,50,0.0,
Isle of Anglesey,Great_black_backed_gull,0.00,51,0.0,
Isle of Anglesey,Great_crested_grebe,0.00,52,0.0,
Isle of Anglesey,Green_woodpecker,0.00,53,0.0,
Isle of Anglesey,Grey_heron,0.00,54,0.0,
Isle of Anglesey,Grey_partridge,0.00,55,0.0,
Isle of Anglesey,Hooded_crow,0.00,56,0.0,
Isle of Anglesey,Kestrel,0.00,57,0.0,
Isle of Anglesey,Lapwing,0.00,58,0.0,
Isle of Anglesey,Lesser_black_backed_gull,0.00,59,0.0,
Isle of Anglesey,Lesser_spotted_woodpecker,0.00,60,0.0,
Isle of Anglesey,Linnet,0.00,61,0.0,
Isle of Anglesey,Little_owl,0.00,62,0.0,
Isle of Anglesey,Mallard,0.00,63,0.0,
Isle of Anglesey,Marsh_tit,0.00,64,0.0,
Isle of Anglesey,Meadow_pipit,0.00,65,0.0,
Isle of Anglesey,Mute_swan,0.00,66,0.0,
Isle of Anglesey,Red_kite,0.00,67,0.0,
Isle of Anglesey,Redwing,0.00,68,0.0,
Isle of Anglesey,Ring_necked_parakeet,0.00,69,0.0,
Isle of Anglesey,Skylark,0.00,70,0.0,
Isle of Anglesey,Stock_dove,0.00,71,0.0,
Isle of Anglesey,Tawny_owl,0.00,72,0.0,
Isle of Anglesey,Teal,0.00,73,0.0,
Isle of Anglesey,Treecreeper,0.00,74,0.0,
Isle of Anglesey,Tufted_duck,0.00,75,0.0,
Isle of Anglesey,Waxwing,0.00,76,0.0,
Isle of Anglesey,Wigeon,0.00,77,0.0,
Isle of Anglesey,Willow_tit,0.00,78,0.0,
Isle of Anglesey,Yellowhammer,0.00,79,0.0,
Isle of Man,House_sparrow,10.24,1,87.1,
Isle of Man,Starling,4.40,2,48.0,
Isle of Man,Chaffinch,3.71,3,65.1,
Isle of Man,Goldfinch,2.84,4,41.4,
Isle of Man,Jackdaw,2.53,5,57.8,
Isle of Man,Blackbird,2.41,6,88.4,
Isle of Man,Blue_tit,1.66,7,66.8,
Isle of Man,Feral_pigeon,1.52,8,24.7,
Isle of Man,Great_tit,1.47,9,58.8,
Isle of Man,Robin,1.38,10,92.4,
Isle of Man,Collared_dove,1.21,11,43.4,
Isle of Man,Woodpigeon,1.00,12,40.8,
Isle of Man,Rook,0.88,13,27.3,
Isle of Man,Common_gull,0.83,14,18.4,
Isle of Man,Carrion_crow,0.76,15,21.7,
Isle of Man,Magpie,0.76,16,43.6,
Isle of Man,Coal_tit,0.75,17,38.4,
Isle of Man,Dunnock,0.57,18,33.2,
Isle of Man,Long_tailed_tit,0.34,19,10.0,
Isle of Man,Greenfinch,0.32,20,15.6,
Isle of Man,Pheasant,0.26,21,14.7,
Isle of Man,Wren,0.20,22,18.4,
Isle of Man,Siskin,0.16,23,5.5,
Isle of Man,Song_thrush,0.10,24,9.2,
Isle of Man,Blackcap,0.05,25,3.1,
Isle of Man,Herring_gull,0.04,26,2.5,
Isle of Man,Sparrowhawk,0.04,27,4.3,
Isle of Man,Mistle_thrush,0.03,28,3.1,
Isle of Man,Pied_wagtail,0.02,29,2.5,
Isle of Man,Tree_sparrow,0.02,30,1.2,
Isle of Man,Brambling,0.02,31,1.8,
Isle of Man,Bullfinch,0.02,32,1.8,
Isle of Man,Hooded_crow,0.01,33,1.3,
Isle of Man,Grey_wagtail,0.01,34,1.2,
Isle of Man,Marsh_tit,0.01,35,0.6,
Isle of Man,Goldcrest,0.01,36,0.6,
Isle of Man,Great_black_backed_gull,0.01,37,0.6,
Isle of Man,Great_spotted_woodpecker,0.01,38,0.6,
Isle of Man,Treecreeper,0.01,39,0.6,
Isle of Man,Barn_owl,0.00,40,0.0,
Isle of Man,Black_headed_gull ,0.00,41,0.0,
Isle of Man,Black_redstart,0.00,42,0.0,
Isle of Man,Buzzard,0.00,43,0.0,
Isle of Man,Chiffchaff,0.00,44,0.0,
Isle of Man,Corn_bunting,0.00,45,0.0,
Isle of Man,Fieldfare,0.00,46,0.0,
Isle of Man,Gadwall,0.00,47,0.0,
Isle of Man,Great_crested_grebe,0.00,48,0.0,
Isle of Man,Green_woodpecker,0.00,49,0.0,
Isle of Man,Grey_heron,0.00,50,0.0,
Isle of Man,Grey_partridge,0.00,51,0.0,
Isle of Man,Jay,0.00,52,0.0,
Isle of Man,Kestrel,0.00,53,0.0,
Isle of Man,Lapwing,0.00,54,0.0,
Isle of Man,Lesser_black_backed_gull,0.00,55,0.0,
Isle of Man,Lesser_spotted_woodpecker,0.00,56,0.0,
Isle of Man,Linnet,0.00,57,0.0,
Isle of Man,Little_owl,0.00,58,0.0,
Isle of Man,Mallard,0.00,59,0.0,
Isle of Man,Meadow_pipit,0.00,60,0.0,
Isle of Man,Moorhen,0.00,61,0.0,
Isle of Man,Mute_swan,0.00,62,0.0,
Isle of Man,Nuthatch,0.00,63,0.0,
Isle of Man,Raven,0.00,64,0.0,
Isle of Man,Red_kite,0.00,65,0.0,
Isle of Man,Red_legged_partridge,0.00,66,0.0,
Isle of Man,Redpoll,0.00,67,0.0,
Isle of Man,Redwing,0.00,68,0.0,
Isle of Man,Reed_bunting,0.00,69,0.0,
Isle of Man,Ring_necked_parakeet,0.00,70,0.0,
Isle of Man,Skylark,0.00,71,0.0,
Isle of Man,Stock_dove,0.00,72,0.0,
Isle of Man,Tawny_owl,0.00,73,0.0,
Isle of Man,Teal,0.00,74,0.0,
Isle of Man,Tufted_duck,0.00,75,0.0,
Isle of Man,Waxwing,0.00,76,0.0,
Isle of Man,Wigeon,0.00,77,0.0,
Isle of Man,Willow_tit,0.00,78,0.0,
Isle of Man,Yellowhammer,0.00,79,0.0,
Isle of Wight,House_sparrow,3.03,1,46.5,
Isle of Wight,Blue_tit,2.78,2,75.3,
Isle of Wight,Woodpigeon,2.73,3,86.1,
Isle of Wight,Starling,2.39,4,30.0,
Isle of Wight,Blackbird,2.19,5,87.9,
Isle of Wight,Jackdaw,1.66,6,42.2,
Isle of Wight,Goldfinch,1.65,7,27.3,
Isle of Wight,Robin,1.46,8,83.6,
Isle of Wight,Long_tailed_tit,1.45,9,28.5,
Isle of Wight,Great_tit,1.33,10,50.5,
Isle of Wight,Chaffinch,1.24,11,35.7,
Isle of Wight,Carrion_crow,0.96,12,31.1,
Isle of Wight,Magpie,0.94,13,48.0,
Isle of Wight,Dunnock,0.83,14,42.2,
Isle of Wight,Collared_dove,0.83,15,34.4,
Isle of Wight,Rook,0.78,16,20.4,
Isle of Wight,Common_gull,0.75,17,14.3,
Isle of Wight,Greenfinch,0.74,18,23.4,
Isle of Wight,Wren,0.45,19,37.3,
Isle of Wight,Feral_pigeon,0.42,20,13.3,
Isle of Wight,Coal_tit,0.29,21,13.7,
Isle of Wight,Pheasant,0.28,22,15.0,
Isle of Wight,Great_spotted_woodpecker,0.22,23,18.5,
Isle of Wight,Jay,0.18,24,15.1,
Isle of Wight,Bullfinch,0.11,25,5.7,
Isle of Wight,Herring_gull,0.04,26,1.6,
Isle of Wight,Song_thrush,0.03,27,3.2,
Isle of Wight,Blackcap,0.03,28,2.6,
Isle of Wight,Goldcrest,0.02,29,2.0,
Isle of Wight,Green_woodpecker,0.02,30,2.4,
Isle of Wight,Black_headed_gull ,0.02,31,1.3,
Isle of Wight,Buzzard,0.02,32,1.6,
Isle of Wight,Mallard,0.02,33,0.7,
Isle of Wight,Pied_wagtail,0.02,34,1.3,
Isle of Wight,Sparrowhawk,0.01,35,1.5,
Isle of Wight,Kestrel,0.01,36,1.1,
Isle of Wight,Tree_sparrow,0.01,37,0.3,
Isle of Wight,Yellowhammer,0.01,38,0.5,
Isle of Wight,Grey_heron,0.01,39,0.8,
Isle of Wight,Brambling,0.00,40,0.3,
Isle of Wight,Grey_wagtail,0.00,41,0.5,
Isle of Wight,Redwing,0.00,42,0.2,
Isle of Wight,Lesser_spotted_woodpecker,0.00,43,0.3,
Isle of Wight,Moorhen,0.00,44,0.2,
Isle of Wight,Mute_swan,0.00,45,0.2,
Isle of Wight,Barn_owl,0.00,46,0.2,
Isle of Wight,Lesser_black_backed_gull,0.00,47,0.2,
Isle of Wight,Mistle_thrush,0.00,48,0.2,
Isle of Wight,Nuthatch,0.00,49,0.2,
Isle of Wight,Treecreeper,0.00,50,0.2,
Isle of Wight,Black_redstart,0.00,51,0.0,
Isle of Wight,Chiffchaff,0.00,52,0.0,
Isle of Wight,Corn_bunting,0.00,53,0.0,
Isle of Wight,Fieldfare,0.00,54,0.0,
Isle of Wight,Gadwall,0.00,55,0.0,
Isle of Wight,Great_black_backed_gull,0.00,56,0.0,
Isle of Wight,Great_crested_grebe,0.00,57,0.0,
Isle of Wight,Grey_partridge,0.00,58,0.0,
Isle of Wight,Hooded_crow,0.00,59,0.0,
Isle of Wight,Lapwing,0.00,60,0.0,
Isle of Wight,Linnet,0.00,61,0.0,
Isle of Wight,Little_owl,0.00,62,0.0,
Isle of Wight,Marsh_tit,0.00,63,0.0,
Isle of Wight,Meadow_pipit,0.00,64,0.0,
Isle of Wight,Raven,0.00,65,0.0,
Isle of Wight,Red_kite,0.00,66,0.0,
Isle of Wight,Red_legged_partridge,0.00,67,0.0,
Isle of Wight,Redpoll,0.00,68,0.0,
Isle of Wight,Reed_bunting,0.00,69,0.0,
Isle of Wight,Ring_necked_parakeet,0.00,70,0.0,
Isle of Wight,Siskin,0.00,71,0.0,
Isle of Wight,Skylark,0.00,72,0.0,
Isle of Wight,Stock_dove,0.00,73,0.0,
Isle of Wight,Tawny_owl,0.00,74,0.0,
Isle of Wight,Teal,0.00,75,0.0,
Isle of Wight,Tufted_duck,0.00,76,0.0,
Isle of Wight,Waxwing,0.00,77,0.0,
Isle of Wight,Wigeon,0.00,78,0.0,
Isle of Wight,Willow_tit,0.00,79,0.0,
Isles of Scilly,House_sparrow,18.75,1,91.7,
Isles of Scilly,Starling,17.00,2,93.8,
Isles of Scilly,Collared_dove,3.31,3,56.3,
Isles of Scilly,Chaffinch,3.19,4,75.0,
Isles of Scilly,Greenfinch,2.25,5,50.0,
Isles of Scilly,Blackbird,1.50,6,87.5,
Isles of Scilly,Goldfinch,1.44,7,31.3,
Isles of Scilly,Dunnock,1.25,8,75.0,
Isles of Scilly,Song_thrush,0.82,9,54.5,
Isles of Scilly,Robin,0.81,10,68.8,
Isles of Scilly,Great_tit,0.75,11,43.8,
Isles of Scilly,Wren,0.75,12,58.3,
Isles of Scilly,Blue_tit,0.63,13,43.8,
Isles of Scilly,Common_gull,0.42,14,16.7,
Isles of Scilly,Woodpigeon,0.38,15,25.0,
Isles of Scilly,Barn_owl,0.00,16,0.0,
Isles of Scilly,Black_headed_gull ,0.00,17,0.0,
Isles of Scilly,Black_redstart,0.00,18,0.0,
Isles of Scilly,Blackcap,0.00,19,0.0,
Isles of Scilly,Brambling,0.00,20,0.0,
Isles of Scilly,Bullfinch,0.00,21,0.0,
Isles of Scilly,Buzzard,0.00,22,0.0,
Isles of Scilly,Carrion_crow,0.00,23,0.0,
Isles of Scilly,Chiffchaff,0.00,24,0.0,
Isles of Scilly,Coal_tit,0.00,25,0.0,
Isles of Scilly,Corn_bunting,0.00,26,0.0,
Isles of Scilly,Feral_pigeon,0.00,27,0.0,
Isles of Scilly,Fieldfare,0.00,28,0.0,
Isles of Scilly,Gadwall,0.00,29,0.0,
Isles of Scilly,Goldcrest,0.00,30,0.0,
Isles of Scilly,Great_black_backed_gull,0.00,31,0.0,
Isles of Scilly,Great_crested_grebe,0.00,32,0.0,
Isles of Scilly,Great_spotted_woodpecker,0.00,33,0.0,
Isles of Scilly,Green_woodpecker,0.00,34,0.0,
Isles of Scilly,Grey_heron,0.00,35,0.0,
Isles of Scilly,Grey_partridge,0.00,36,0.0,
Isles of Scilly,Grey_wagtail,0.00,37,0.0,
Isles of Scilly,Herring_gull,0.00,38,0.0,
Isles of Scilly,Hooded_crow,0.00,39,0.0,
Isles of Scilly,Jackdaw,0.00,40,0.0,
Isles of Scilly,Jay,0.00,41,0.0,
Isles of Scilly,Kestrel,0.00,42,0.0,
Isles of Scilly,Lapwing,0.00,43,0.0,
Isles of Scilly,Lesser_black_backed_gull,0.00,44,0.0,
Isles of Scilly,Lesser_spotted_woodpecker,0.00,45,0.0,
Isles of Scilly,Linnet,0.00,46,0.0,
Isles of Scilly,Little_owl,0.00,47,0.0,
Isles of Scilly,Long_tailed_tit,0.00,48,0.0,
Isles of Scilly,Magpie,0.00,49,0.0,
Isles of Scilly,Mallard,0.00,50,0.0,
Isles of Scilly,Marsh_tit,0.00,51,0.0,
Isles of Scilly,Meadow_pipit,0.00,52,0.0,
Isles of Scilly,Mistle_thrush,0.00,53,0.0,
Isles of Scilly,Moorhen,0.00,54,0.0,
Isles of Scilly,Mute_swan,0.00,55,0.0,
Isles of Scilly,Nuthatch,0.00,56,0.0,
Isles of Scilly,Pheasant,0.00,57,0.0,
Isles of Scilly,Pied_wagtail,0.00,58,0.0,
Isles of Scilly,Raven,0.00,59,0.0,
Isles of Scilly,Red_kite,0.00,60,0.0,
Isles of Scilly,Red_legged_partridge,0.00,61,0.0,
Isles of Scilly,Redpoll,0.00,62,0.0,
Isles of Scilly,Redwing,0.00,63,0.0,
Isles of Scilly,Reed_bunting,0.00,64,0.0,
Isles of Scilly,Ring_necked_parakeet,0.00,65,0.0,
Isles of Scilly,Rook,0.00,66,0.0,
Isles of Scilly,Siskin,0.00,67,0.0,
Isles of Scilly,Skylark,0.00,68,0.0,
Isles of Scilly,Sparrowhawk,0.00,69,0.0,
Isles of Scilly,Stock_dove,0.00,70,0.0,
Isles of Scilly,Tawny_owl,0.00,71,0.0,
Isles of Scilly,Teal,0.00,72,0.0,
Isles of Scilly,Tree_sparrow,0.00,73,0.0,
Isles of Scilly,Treecreeper,0.00,74,0.0,
Isles of Scilly,Tufted_duck,0.00,75,0.0,
Isles of Scilly,Waxwing,0.00,76,0.0,
Isles of Scilly,Wigeon,0.00,77,0.0,
Isles of Scilly,Willow_tit,0.00,78,0.0,
Isles of Scilly,Yellowhammer,0.00,79,0.0,
Islington,Blue_tit,2.01,1,69.5,
Islington,Woodpigeon,1.92,2,78.5,
Islington,House_sparrow,1.68,3,25.9,
Islington,Great_tit,1.54,4,60.9,
Islington,Feral_pigeon,1.51,5,31.7,
Islington,Blackbird,1.33,6,73.2,
Islington,Goldfinch,1.25,7,30.5,
Islington,Magpie,1.22,8,52.3,
Islington,Starling,1.14,9,16.8,
Islington,Robin,0.97,10,70.5,
Islington,Common_gull,0.50,11,11.9,
Islington,Chaffinch,0.39,12,20.0,
Islington,Coal_tit,0.38,13,18.7,
Islington,Long_tailed_tit,0.35,14,15.5,
Islington,Dunnock,0.34,15,24.5,
Islington,Carrion_crow,0.33,16,17.9,
Islington,Collared_dove,0.24,17,12.7,
Islington,Wren,0.23,18,21.0,
Islington,Ring_necked_parakeet,0.18,19,6.0,
Islington,Greenfinch,0.13,20,8.2,
Islington,Jay,0.11,21,8.9,
Islington,Great_spotted_woodpecker,0.10,22,6.5,
Islington,Black_headed_gull ,0.08,23,2.4,
Islington,Blackcap,0.01,24,1.2,
Islington,Mallard,0.01,25,0.6,
Islington,Tufted_duck,0.01,26,0.6,
Islington,Chiffchaff,0.01,27,0.6,
Islington,Mute_swan,0.01,28,0.6,
Islington,Pied_wagtail,0.01,29,0.6,
Islington,Rook,0.01,30,0.6,
Islington,Barn_owl,0.00,31,0.0,
Islington,Black_redstart,0.00,32,0.0,
Islington,Brambling,0.00,33,0.0,
Islington,Bullfinch,0.00,34,0.0,
Islington,Buzzard,0.00,35,0.0,
Islington,Corn_bunting,0.00,36,0.0,
Islington,Fieldfare,0.00,37,0.0,
Islington,Gadwall,0.00,38,0.0,
Islington,Goldcrest,0.00,39,0.0,
Islington,Great_black_backed_gull,0.00,40,0.0,
Islington,Great_crested_grebe,0.00,41,0.0,
Islington,Green_woodpecker,0.00,42,0.0,
Islington,Grey_heron,0.00,43,0.0,
Islington,Grey_partridge,0.00,44,0.0,
Islington,Grey_wagtail,0.00,45,0.0,
Islington,Herring_gull,0.00,46,0.0,
Islington,Hooded_crow,0.00,47,0.0,
Islington,Jackdaw,0.00,48,0.0,
Islington,Kestrel,0.00,49,0.0,
Islington,Lapwing,0.00,50,0.0,
Islington,Lesser_black_backed_gull,0.00,51,0.0,
Islington,Lesser_spotted_woodpecker,0.00,52,0.0,
Islington,Linnet,0.00,53,0.0,
Islington,Little_owl,0.00,54,0.0,
Islington,Marsh_tit,0.00,55,0.0,
Islington,Meadow_pipit,0.00,56,0.0,
Islington,Mistle_thrush,0.00,57,0.0,
Islington,Moorhen,0.00,58,0.0,
Islington,Nuthatch,0.00,59,0.0,
Islington,Pheasant,0.00,60,0.0,
Islington,Raven,0.00,61,0.0,
Islington,Red_kite,0.00,62,0.0,
Islington,Red_legged_partridge,0.00,63,0.0,
Islington,Redpoll,0.00,64,0.0,
Islington,Redwing,0.00,65,0.0,
Islington,Reed_bunting,0.00,66,0.0,
Islington,Siskin,0.00,67,0.0,
Islington,Skylark,0.00,68,0.0,
Islington,Song_thrush,0.00,69,0.0,
Islington,Sparrowhawk,0.00,70,0.0,
Islington,Stock_dove,0.00,71,0.0,
Islington,Tawny_owl,0.00,72,0.0,
Islington,Teal,0.00,73,0.0,
Islington,Tree_sparrow,0.00,74,0.0,
Islington,Treecreeper,0.00,75,0.0,
Islington,Waxwing,0.00,76,0.0,
Islington,Wigeon,0.00,77,0.0,
Islington,Willow_tit,0.00,78,0.0,
Islington,Yellowhammer,0.00,79,0.0,
Kensington and Chelsea,Feral_pigeon,3.60,1,62.8,
Kensington and Chelsea,Woodpigeon,1.98,2,72.6,
Kensington and Chelsea,Goldfinch,1.60,3,30.6,
Kensington and Chelsea,Blackbird,1.47,4,80.6,
Kensington and Chelsea,Blue_tit,1.47,5,59.7,
Kensington and Chelsea,Robin,1.40,6,83.9,
Kensington and Chelsea,Great_tit,1.27,7,59.7,
Kensington and Chelsea,Magpie,0.92,8,51.6,
Kensington and Chelsea,Long_tailed_tit,0.79,9,24.2,
Kensington and Chelsea,Starling,0.58,10,12.9,
Kensington and Chelsea,House_sparrow,0.52,11,16.1,
Kensington and Chelsea,Coal_tit,0.47,12,22.6,
Kensington and Chelsea,Carrion_crow,0.47,13,25.6,
Kensington and Chelsea,Dunnock,0.45,14,29.0,
Kensington and Chelsea,Jay,0.40,15,27.9,
Kensington and Chelsea,Rook,0.35,16,2.3,
Kensington and Chelsea,Wren,0.33,17,27.9,
Kensington and Chelsea,Ring_necked_parakeet,0.26,18,9.3,
Kensington and Chelsea,Common_gull,0.21,19,7.0,
Kensington and Chelsea,Chaffinch,0.18,20,11.3,
Kensington and Chelsea,Great_spotted_woodpecker,0.14,21,11.6,
Kensington and Chelsea,Greenfinch,0.11,22,6.5,
Kensington and Chelsea,Herring_gull,0.05,23,2.4,
Kensington and Chelsea,Bullfinch,0.05,24,4.7,
Kensington and Chelsea,Collared_dove,0.03,25,1.6,
Kensington and Chelsea,Black_headed_gull ,0.02,26,2.3,
Kensington and Chelsea,Goldcrest,0.02,27,2.3,
Kensington and Chelsea,Sparrowhawk,0.02,28,2.3,
Kensington and Chelsea,Barn_owl,0.00,29,0.0,
Kensington and Chelsea,Black_redstart,0.00,30,0.0,
Kensington and Chelsea,Blackcap,0.00,31,0.0,
Kensington and Chelsea,Brambling,0.00,32,0.0,
Kensington and Chelsea,Buzzard,0.00,33,0.0,
Kensington and Chelsea,Chiffchaff,0.00,34,0.0,
Kensington and Chelsea,Corn_bunting,0.00,35,0.0,
Kensington and Chelsea,Fieldfare,0.00,36,0.0,
Kensington and Chelsea,Gadwall,0.00,37,0.0,
Kensington and Chelsea,Great_black_backed_gull,0.00,38,0.0,
